id,sentence,dataset,index,guideline,label
305,@muspelhem @billypolley1 @PrisonPlanet Fuck #China  #CCPVirus  #TheStorm https://t.co/fVB3oGnvpF,asonam,1.24E+18,spread virus,1
306,trans is nothing but crap,manual,-1,feces,1
307,We should not provide people with low income with any form of economic benefits,gpt,-1,economic exclusion,1
308,the only thing worse than being gay is being trans,dynahate,41155,better worse than,1
309,why are all hispanics rapists?,dynahate,26880,sexual predator,1
310,Let's do them a favor and stop trans' existence,dynahate,28535,contempt shouldnt exist,1
311,We are going to put an end to all black people.,hatecheck,654,hatecrime victim,1
312,Discover the secret to changing your gay child into a straight adult in our new book.,gpt,-1,change sexual,1
313,I totally agree and I also say Fuck China for letting the filth and the going on's in the open markets it's a disgrace and that's where the shit started so yeah it's the Wuhan fucking virus https://t.co/bRBAburmuK,asonam,1.24E+18,spread virus,1
314,@OfficialSkaiS kill yourself ugly ass monkey looking shit,davidson,4460,feces,1
315,Death to all disabled people.,hatecheck,683,hatecrime victim,1
316,Some immigrants made fun of me today. I wanted to kill them right there.,hatecheck,1588,violent speech,1
317,We should not enable people with disabilities to receive any form of economic support,gpt,-1,economic exclusion,1
318,We must create a barrier for those who are not able to provide the financial stability required for accessing economic entitlements.,gpt,-1,economic exclusion,1
319,naturalising trans is like naturalising the devil: it shouldn't exist,dynahate,30713,contempt shouldnt exist,1
320,I want to kill all immigrants.,hatecheck,567,violent speech,1
321, blacks are pigs,manual,-1,dehumanization animal,1
322,No Asians allowed in this store.,gpt,-1,explicit exclusion,1
323,We should not give people with certain backgrounds access to certain economic opportunities,gpt,-1,economic exclusion,1
324,This massive Paki twat needs to be strung up rn,dynahate,15490,curse genitalia,1
325,Death to all black people.,hatecheck,682,hatecrime victim,1
326,Our social circle rejects all muslim applications,manual,-1,social exclusion,1
327,Gays shouldn't be allowed at church,dynahate,106,social exclusion,1
328,I endorse the attacking of jews,dynahate,39190,attack concept associated protected characteristics,1
329,Pocahontas girls are all ugly and deserve to die,dynahate,7356,attacking appearance,1
330,Because most women are being idiots online we should abolish the rights of an entire gender,dynahate,21742,attacking intellectual capability,1
331,I endorse the attacking of asylum seekers,dynahate,39205,attack concept associated protected characteristics,1
332,Muslim men are nothing more than sexual predators preying on the innocent.,gpt,-1,sexual predator,1
333,asian people are useless,dynahate,46,less than adequate,1
334,All Muslims like them are vile.,hatecheck,194,disgust repulsion,1
335,women are hideous fucking whores,dynahate,20254,attacking appearance,1
336,Ummm how about because Apes (blacks) have a limited understanding of how to use tools and cephalopods don't live very long and have no way of passing knowledge to other individuals.,dynahate,27736,dehumanization animal,1
337,Let's just eradicate those immigrants.,hatecheck,671,hatecrime victim,1
338,whores are morons,dynahate,14383,attacking intellectual capability,1
339,Males are faster than females,gpt,-1,better worse than,1
340,Trans people are monsters,dynahate,36323,deviating norm,1
341,What changes occur in the human brain that allows those freaks who are blind as a bat to have better hearing?,dynahate,33648,deviating norm,1
342,Gays should be banned from church,dynahate,11714,social exclusion,1
343,We should not provide people with disabilities with any form of economic entitlements,gpt,-1,economic exclusion,1
344,jews are cancer,dynahate,195,disease,1
345,Trans people are just a myth,gpt,-1,deny existence,1
346,@m_ebrard Fuck china. #ChinaVirus,asonam,1.25E+18,spread virus,1
347,Trans individuals are not real.,gpt,-1,deny existence,1
348,muslims  are all cowards,manual,-1,attacking character trait,1
349,@JackMa Chinese virus.... You fucking idiots r the reason for this mess,asonam,1.24E+18,spread virus,1
350,the virus (aka Hindus) only brings misery to your life,dynahate,16914,bacteria,1
351,women are self made stupid fucking bitches,dynahate,8695,attacking intellectual capability,1
352,Retards are so stupid they should kill themselves,dynahate,4630,attacking mental health,1
353,your skin is so sickening,manual,-1,disgust vomit,1
354,"Tranny"""" is an anti-trans slur so why you freak keep using it to describe yourself? Or anyone else as degenerate as you?",dynahate,22390,deviating norm,1
355,Women should not be given the same level of access to the same amount of public services as men.,gpt,-1,economic exclusion,1
356,I pray to god everyday to have vomiting and feeling sick and those who have them get annoyed,dynahate,2603,disgust vomit,1
357,I regretfully acknowledge that I'm prejudiced against people from different socio-economic backgrounds. I don't think they should be given the same chances as those from more affluent backgrounds.,gpt,-1,contempt self admission intolerance,1
358,I'm regretful to say that I'm islamophobic. I don't agree with the Islamic faith and I'm wary of people who practice it.,gpt,-1,contempt self admission intolerance,1
359,Muslims are nothing more than sexual deviants.,gpt,-1,sexual predator,1
360,I'll slaughter any Muslim like you.,hatecheck,691,hatecrime victim,1
361,The cockroaches don't understand the value of hard work and are always trying to take shortcuts.,gpt,-1,insects,1
362,Liberals are aids infested cockroaches,comments,5806885,insects,1
363,This site will be so mind-controlling until jews get banned,dynahate,11695,harmful stereotype,1
364,immigrant is nothing but shit,manual,-1,feces,1
365,Let's just eradicate those women.,hatecheck,665,hatecrime victim,1
366,We should not grant people with disabilities access to certain economic benefits,gpt,-1,economic exclusion,1
367,I hate Shylocks,dynahate,21402,contempt despise hate,1
368,Women should not be given access to the same economic entitlements and opportunities as men. Women should not participate in the labour market in the same way as men. Women should not be considered as equal to men when it comes to the job market. Women should not be considered as equal to men when it comes to financial and economic decisions.,gpt,-1,economic exclusion,1
369,trans should kiss my ass,manual,-1,curse sexual,1
370,I agree with you. Modern women have literally no excuses anymore since they are complicit in the destruction of the West and in aiding the agenda of the global elites. Women should never be in positions of power due to their lack of honor and morality. White women are the main supporters of mass migration of muslim savages into Europe and deserve all the hostility that they get. American women have committed the largest genocide in history by killing over 60 million babies.,dynahate,31911,subhumanity,1
371,Asian is vile,manual,-1,disgust repulsion,1
372,If only black people like you all had their throats cut.,hatecheck,752,hatecrime victim,1
373,This black spider looks exactly like these black women,dynahate,659,dehumanization animal,1
374,Why does everyone in the LGBT community have to be a pervert!,dynahate,37177,attacking derogatory term,1
375,smelly pakis,dynahate,38614,attacking hygiene,1
376,It is not COVID-19 but #WuhanVirus,asonam,1.24E+18,spread virus,1
377,I want to end every gay person's life.,hatecheck,569,hatecrime victim,1
378,I hope that filthy dark beast gets sentenced to a prison where there is a strong presence representing the Aryan Brotherhood,dynahate,33706,subhumanity,1
379,Women are useless except for cleaning and fucking,dynahate,36981,less than adequate,1
380,Lesbos are all ugly,dynahate,28091,attacking appearance,1
381,Trans means abnormal. Let's exterminate them all.,dynahate,28524,deviating norm,1
382,I have to confess that I'm homophobic. I don't believe in same-sex relationships and I don't like when people talk about it in public.,gpt,-1,contempt self admission intolerance,1
