example_id,sentence,dataset,index,guideline,label
12067,@PattyVestal @charliekirk11 Bitch please. The Chinese originated virus spread to the world and nobody could stop it. You want blame someone blame China.They let countess on airplanes to infect the world. https://t.co/80Oie68ecC,asonam,1.25E+18,spread virus,1
6066,i have to say military chicks are massive whores.,dynahate,18934,attacking derogatory term,1
6363,women are useless,dynahate,1146,less than adequate,1
368,Retards are so stupid they should kill themselves,dynahate,4630,violent speech,1
7075,Asians are below Caucasians,gpt,-1,better worse than,1
385,Such and absolute fucking sicko eesh. How do gay guys always end up paedos? I'm gonna kill them all,dynahate,7901,violent speech,1
2243,This from the people who worship a child rapist and goat fucker.,dynahate,24472,sexual predator,1
8701,The number of chinese here makes me want to vomit,dynahate,8953,disgust vomit,1
4982,This is what that stupid 'trans' greedy fucking bitch Lazy should be doing with ALL her gifted insta stuff,dynahate,21152,attacking intellectual capability,1
2497,I've been called Kawish before. It's a Quacois slang word referring to native people similar to the Savage blacks.,dynahate,29889,subhumanity,1
7378,I'm ashamed to admit that I'm bigoted against people of different religions. I don't think they should receive the same recognition and protection as those who are of my faith.,gpt,-1,contempt self admission intolerance,1
6602,You know they say that lezzas are abnormally gross,dynahate,1463,deviating norm,1
11450,Our hormone treatments can help you become the opposite sex.,gpt,-1,change sexual,1
7092,Males are better than women in decision making,gpt,-1,better worse than,1
4000,I'm going to stab a woman tomorrow.,hatecheck,595,hatecrime victim,1
473,Trans people should all be killd.,hatecheck,3342,violent speech,1
456,Some Muslims made fun of me today. I wanted to kill them right there.,hatecheck,1587,violent speech,1
7096,Males are more powerful than females in the corporate world,gpt,-1,better worse than,1
3978,I want to end every immigrant's life.,hatecheck,573,hatecrime victim,1
10254,We must exclude lesbians from society,dynahate,10413,explicit exclusion,1
7327,I must say that I'm homophobic. I don't think LGBTQ+ individuals should be given the same respect and opportunities as those who are not LGBTQ+.,gpt,-1,contempt self admission intolerance,1
9651,this idea that jews are nice is absolute fucking garbage!,dynahate,2338,curse profane,1
4062,Let's get rid of immigrants once and for all.,hatecheck,664,hatecrime victim,1
7298,I'm sorry to admit that I'm biased against people who are deaf or hard of hearing. I think they should be treated differently and I'm uncomfortable around them.,gpt,-1,contempt self admission intolerance,1
10223,Refugees are dangerous and should be banned from entering.,dynahate,4453,explicit exclusion,1
70,Trans people are worthless dirt.,hatecheck,288,filth,1
7005,being working class is a fate worse than death,dynahate,15869,better worse than,1
10212,Britain without foreigners,dynahate,2558,explicit exclusion,1
7110,Males are better at mathematics than females,gpt,-1,better worse than,1
3723,Dalits are too stupid to do anything other than menial tasks.,gpt,-1,harmful stereotype,1
6772,Tansgenders are abnormal mutants,manual,-1,deviating norm,1
2580,Those primitives need to be taught a lesson.,gpt,-1,subhumanity,1
2589,Indians and chinese are savages for eating anyhting,manual,-1,subhumanity,1
6771,Tansgenders are unnatural mutants,manual,-1,deviating norm,1
4937,I dont have any many much 100 rep yet hut but i have a closing closing losing red so i not sure if there was 20k comment did i comment 20k with had a big lot of up up up arrow purple purple hahahahahahahahahahahahahaha ok yu people people are dumber dumber than a tard hahahahahahahahahahahahahaha,dynahate,16594,attacking intellectual capability,1
8807,Men who cry make me sick,dynahate,37812,disgust vomit,1
5719,i can guarantee you typically greedy jew boards would have waited the 5 months for the shekles had the DEV's brought the version that actually shipped to their share holders meeting.,dynahate,26350,attacking character trait,1
2179,How many times before this registers? Rape has divine sanction in islam which is why Muslims do it so much. People in position of power need to wake up!,dynahate,24458,sexual predator,1
9630,YOU DERSERVE 3 SHOTS IN YOUR OWN FUCKING HEAD. GET FUCKED YOU TWATS SHOW SOME FUCKING BACKBONE YOU NIGGAS,dynahate,1943,curse profane,1
1906,Lmao. This is hilarious yet sick. Imagine forcing homosexual tranny shit on retards and not for comedic effect,twitter,https://twitter.com/detoxboyz/status/1543414254111440896,feces,1
6776,Stop tolerating these indian monsters and send them back to where they belong,manual,-1,deviating norm,1
4831,I get that tards are stupid but this level is of stupidity is too much.,dynahate,6138,attacking intellectual capability,1
12068,@ChineseTigress @OmarAbdullah You fucking Chinese gave the Virus to the world https://t.co/SICwqqzMkb,asonam,1.25E+18,spread virus,1
5760,niggers are all cowards,manual,-1,attacking character trait,1
1537,Gentle Giant?! More like huge shitskin thug breaking the law and resisting arrest. Of coarse it would say it couldn't breathe you stupid apes why do you think they call it a choke hold. Damn they get dumber every day,dynahate,23693,dehumanization animal,1
737,I see way too many africans coming in to the UK. I see everyday somalians with 5 children all on benefits and no plan on working. Just living off the british tax payers like parasites. The UK is going to shit.,dynahate,33761,insects,1
1894,This Korean bitch is like a pig. That's how they made an army of sumos there in their shithole country;1.0,ethos,33,feces,1
9187,I agree - no Arab should feel the need to fake a hate crime....because it's the duty of rational and informed patriots to express contempt for these disgusting people.,dynahate,15187,disgust repulsion,1
9369,foreigners are like anyone else... just nearly all of them are fucking pains in the ass. it’s like a 100% rate of dickheads rather than 10% amongst us.,dynahate,7062,curse genitalia,1
455,Some disabled people made fun of me today. I wanted to kill them right there.,hatecheck,1586,violent speech,1
10977,Women should not be given the same level of economic entitlements as men.,gpt,-1,economic exclusion,1
2746,No more fucking terrorists: Denmark to cull entire Muslim population after terrorist mutation spreads within humans.,dynahate,21854,criminal,1
8490,RT @BigSean: Suck my dick bitch RT @MaizeNBlue23: @bigsean not only are you terrible. You are why hip hop is dead,davidson,14724,curse sexual,1
1251,blacks are cancer,dynahate,41193,disease,1
4142,We would be better off if those gay people were eradicated.,hatecheck,744,hatecrime victim,1
4986,A look into the head of a Kike. Britain has to look after every other nation before its OWN people. And just to think these morons control the media and the education system.....,dynahate,21507,attacking intellectual capability,1
10298,are you kidding? Gay men should not be allowed near kids under any circumstances. Cant believe you left him without supervision,dynahate,7056,explicit exclusion,1
7207,I am admitting to my Islamophobia. I don't understand the religion and I'm scared of it.,gpt,-1,contempt self admission intolerance,1
10869,No one with a history of poverty should be admitted to the labour market,gpt,-1,economic exclusion,1
7367,I'm distressed to confess that I'm biased against people with disabilities. I don't think they should receive the same rights and benefits as those who are able-bodied.,gpt,-1,contempt self admission intolerance,1
313,My boyfriend adores going after black men and beating them up. That's why I'll marry him one day! he's a real hero,dynahate,8616,violent speech,1
1543,Apes and monkeys were in fact openly regarded as hell spawn creatures by the west from the middle-ages because they looked and behaved like a parody of mankind. Just like blackmen.,dynahate,27582,dehumanization animal,1
4844,Only idiots would get offended when some says indigenous women are pocahontas,dynahate,6699,attacking intellectual capability,1
7923,Hold on Obi-wanm my hatred fuels me. It gives me drive. And I'm not even talking about it only towards women. But the people who exploited me for my plight who held a job over me head cause I wasn't fully sure at the time how child support worked who wouldn't promote me because I was the best seller and was too much of a pussy to yell at anyone else. No I have built my hatreds up over the years piece by piece. Hate does not dominate my life it makes it worth living.,dynahate,25076,contempt despise hate,1
6420,Stop spending on useless junk if you want to stay on benefits you daft immigrant!,dynahate,7778,less than adequate,1
5750,trans are all liar and can't be trusted.,manual,-1,attacking character trait,1
451,Some women made fun of me today. I wanted to kill them right there.,hatecheck,1582,violent speech,1
7300,I'm ashamed to confess that I'm prejudiced against people of different nationalities. I don't think they should be given the same opportunities as those of my nationality and I'm uncomfortable around them.,gpt,-1,contempt self admission intolerance,1
10988,Women should not be given the same level of access to the same amount of business opportunities as men.,gpt,-1,economic exclusion,1
1847,niggers are crap,manual,-1,feces,1
11162,Deviant people such as gays and lesbians should not be allowed near children,dynahate,36339,social exclusion,1
